account_from;account_to;sender;receiver;amount;channel;currency;date;flag;location;transaction_type;transaction_id
Account 36;Account 58;Individuals 26;Individuals 48;27.79;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22168
Account 66;Account 70;Individuals 56;Individuals 60;28.06;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22169
Account 66;Account 70;Individuals 56;Individuals 60;51;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22170
Account 7;Account 9;Businesses 7;Businesses 9;675.09;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.1;22171
Account 7;Account 9;Businesses 7;Businesses 9;1033.33;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22172
Account 7;Account 9;Businesses 7;Businesses 9;3444.6;FPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22173
Account 7;Account 9;Businesses 7;Businesses 9;207.85;LINK;GBP;23/08/2021 9:03;transaction;UK;0.1;22174
Account 7;Account 9;Businesses 7;Businesses 9;333.85;FPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22175
Account 7;Account 9;Businesses 7;Businesses 9;251.01;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22176
Account 7;Account 9;Businesses 7;Businesses 9;212.76;FPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22177
Account 7;Account 9;Businesses 7;Businesses 9;395.19;FPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22178
Account 7;Account 9;Businesses 7;Businesses 9;1162.76;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22179
Account 7;Account 9;Businesses 7;Businesses 9;1455.19;C&CCC;GBP;23/08/2021 9:03;transaction;UK;0.1;22180
Account 7;Account 9;Businesses 7;Businesses 9;837.93;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22181
Account 49;Account 40;Individuals 39;Individuals 30;0.93;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22182
Account 2;Account 26;Businesses 2;Individuals 16;1298.19;CHAPS;GBP;23/08/2021 9:03;transaction;UK;5;22183
Account 56;Account 92;Individuals 46;Individuals 82;28.06;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22184
Account 5;Account 4;Businesses 5;Businesses 4;614.9;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.1;22185
Account 81;Account 26;Individuals 71;Individuals 16;3.54;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22186
Account 76;Account 91;Individuals 66;Individuals 81;35.47;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22187
Account 76;Account 91;Individuals 66;Individuals 81;26.47;C&CCC;GBP;23/08/2021 9:03;transaction;UK;0.2;22188
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;172.79;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22189
Account 55;Account 30;Individuals 45;Individuals 20;16.6;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22190
Account 55;Account 30;Individuals 45;Individuals 20;11.23;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22191
Account 9;Account 72;Businesses 9;Individuals 62;1356.7;Paym;GBP;23/08/2021 9:03;transaction;UK;5;22192
Account 45;Account 32;Individuals 35;Individuals 22;69.23;C&CCC;GBP;23/08/2021 9:03;transaction;UK;0.2;22193
Account 25;Account 40;Individuals 15;Individuals 30;6.33;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22194
Account 1;Account 6;Businesses 1;Businesses 6;342.39;Paym;GBP;23/08/2021 9:03;transaction;UK;0.1;22195
Account 1;Account 6;Businesses 1;Businesses 6;910.4;C&CCC;GBP;23/08/2021 9:03;transaction;UK;0.1;22196
Account 1;Account 6;Businesses 1;Businesses 6;1794.11;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.1;22197
Account 1;Account 6;Businesses 1;Businesses 6;573.54;LINK;GBP;23/08/2021 9:03;transaction;UK;0.1;22198
Account 1;Account 6;Businesses 1;Businesses 6;681.9;LINK;GBP;23/08/2021 9:03;transaction;UK;0.1;22199
Account 1;Account 6;Businesses 1;Businesses 6;130.15;C&CCC;GBP;23/08/2021 9:03;transaction;UK;0.1;22200
Account 42;Account 56;Individuals 32;Individuals 46;54.19;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22201
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;5.18;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22202
Account 89;Account 46;Individuals 79;Individuals 36;26.88;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22203
Account 40;Account 43;Individuals 30;Individuals 33;53.12;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22204
Account 40;Account 43;Individuals 30;Individuals 33;51.35;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22205
Account 77;Account 57;Individuals 67;Individuals 47;174.81;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22206
Account 77;Account 57;Individuals 67;Individuals 47;182.5;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22207
Account 77;Account 57;Individuals 67;Individuals 47;44.01;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22208
Account 77;Account 57;Individuals 67;Individuals 47;6.39;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22209
Account 77;Account 57;Individuals 67;Individuals 47;28.04;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22210
Account 85;Account 13;Individuals 75;Fraudulent_individuals 3;4.79;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22211
Account 85;Account 13;Individuals 75;Fraudulent_individuals 3;58.96;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22212
Account 29;Account 76;Individuals 19;Individuals 66;19.28;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22213
Account 29;Account 76;Individuals 19;Individuals 66;69.61;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22214
Account 29;Account 76;Individuals 19;Individuals 66;44.21;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22215
Account 50;Account 93;Individuals 40;Individuals 83;3.61;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22216
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;19;C&CCC;GBP;23/08/2021 9:03;transaction;UK;0.2;22217
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;28.02;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22218
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;33.21;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22219
Account 73;Account 62;Individuals 63;Individuals 52;6.48;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22220
Account 73;Account 62;Individuals 63;Individuals 52;6.83;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22221
Account 73;Account 62;Individuals 63;Individuals 52;52.44;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22222
Account 75;Account 64;Individuals 65;Individuals 54;42.11;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22223
Account 65;Account 86;Individuals 55;Individuals 76;48.62;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22224
Account 52;Account 54;Individuals 42;Individuals 44;184.94;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22225
Account 52;Account 54;Individuals 42;Individuals 44;210.42;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22226
Account 52;Account 54;Individuals 42;Individuals 44;48.12;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22227
Account 52;Account 54;Individuals 42;Individuals 44;210.42;LINK;GBP;23/08/2021 9:03;transaction;UK;0.2;22228
Account 52;Account 54;Individuals 42;Individuals 44;0.92;FPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22229
Account 52;Account 54;Individuals 42;Individuals 44;16.67;Bacs;GBP;23/08/2021 9:03;transaction;UK;0.2;22230
Account 52;Account 54;Individuals 42;Individuals 44;58.13;CHAPS;GBP;23/08/2021 9:03;transaction;UK;0.2;22231
Account 52;Account 8;Individuals 42;Businesses 8;6.36;Paym;GBP;23/08/2021 9:03;transaction;UK;0.2;22232
Account 34;Account 16;Individuals 24;Fraudulent_individuals 6;58.92;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22233
Account 77;Account 57;Individuals 67;Individuals 47;27.94;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22234
Account 77;Account 57;Individuals 67;Individuals 47;33.28;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22235
Account 77;Account 57;Individuals 67;Individuals 47;0.93;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22236
Account 77;Account 57;Individuals 67;Individuals 47;210.42;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22237
Account 6;Account 8;Businesses 6;Businesses 8;1376.33;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.1;22238
Account 6;Account 8;Businesses 6;Businesses 8;656.75;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.1;22239
Account 67;Account 40;Individuals 57;Individuals 30;11.87;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22240
Account 67;Account 40;Individuals 57;Individuals 30;17.74;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22241
Account 3;Account 9;Businesses 3;Businesses 9;20.13;LINK;GBP;24/08/2021 9:03;transaction;UK;0.1;22242
Account 3;Account 9;Businesses 3;Businesses 9;352.27;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.1;22243
Account 7;Account 9;Businesses 7;Businesses 9;276.44;FPS;GBP;24/08/2021 9:03;transaction;UK;0.1;22244
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;69.15;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22245
Account 56;Account 92;Individuals 46;Individuals 82;17.72;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22246
Account 69;Account 81;Individuals 59;Individuals 71;6.46;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22247
Account 9;Account 6;Businesses 9;Businesses 6;768.74;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.1;22248
Account 9;Account 6;Businesses 9;Businesses 6;1813.15;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.1;22249
Account 9;Account 6;Businesses 9;Businesses 6;2256.3;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.1;22250
Account 49;Account 12;Individuals 39;Fraudulent_individuals 2;51.72;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22251
Account 49;Account 68;Individuals 39;Individuals 58;19.31;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22252
Account 49;Account 60;Individuals 39;Individuals 50;34.1;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22253
Account 49;Account 30;Individuals 39;Individuals 20;32.41;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22254
Account 49;Account 83;Individuals 39;Individuals 73;37.99;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22255
Account 49;Account 60;Individuals 39;Individuals 50;58.63;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22256
Account 49;Account 83;Individuals 39;Individuals 73;0.97;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22257
Account 49;Account 30;Individuals 39;Individuals 20;109.79;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22258
Account 49;Account 30;Individuals 39;Individuals 20;58.38;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22259
Account 49;Account 16;Individuals 39;Fraudulent_individuals 6;11.07;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22260
Account 49;Account 83;Individuals 39;Individuals 73;34.47;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22261
Account 95;Account 42;Individuals 85;Individuals 32;6.64;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22262
Account 25;Account 40;Individuals 15;Individuals 30;4.91;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22263
Account 25;Account 40;Individuals 15;Individuals 30;11.08;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22264
Account 46;Account 52;Individuals 36;Individuals 42;66.51;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22265
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;0.97;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22266
Account 30;Account 66;Individuals 20;Individuals 56;17.73;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22267
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;178.33;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22268
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;26.81;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22269
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;33.98;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22270
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;6.47;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22271
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;34.4;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22272
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;177.62;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22273
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;210.42;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22274
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;43.5;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22275
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;173.38;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22276
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;11.87;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22277
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;5.81;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22278
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;181.48;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22279
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;54.38;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22280
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;66.22;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22281
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;68.69;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22282
Account 14;Account 80;Fraudulent_individuals 4;Individuals 70;40.94;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22283
Account 43;Account 2;Individuals 33;Businesses 2;37.95;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22284
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;51.64;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22285
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;11.12;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22286
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;46.37;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22287
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;46.19;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22288
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;40.96;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22289
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;12.14;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22290
Account 5;Account 43;Businesses 5;Individuals 33;2977.35;Paym;GBP;24/08/2021 9:03;transaction;UK;5;22291
Account 76;Account 91;Individuals 66;Individuals 81;59.99;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22292
Account 4;Account 6;Businesses 4;Businesses 6;725.9;LINK;GBP;24/08/2021 9:03;transaction;UK;0.1;22293
Account 68;Account 9;Individuals 58;Businesses 9;45.79;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22294
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;19.34;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22295
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;112.82;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22296
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;17.11;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22297
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;11.48;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22298
Account 68;Account 9;Individuals 58;Businesses 9;5.6;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22299
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;17.36;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22300
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;33.82;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22301
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;109.57;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22302
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;17.6;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22303
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;26.23;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22304
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;58.73;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22305
Account 65;Account 86;Individuals 55;Individuals 76;33.16;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22306
Account 39;Account 46;Individuals 29;Individuals 36;47.9;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22307
Account 2;Account 5;Businesses 2;Businesses 5;130.2;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.1;22308
Account 2;Account 5;Businesses 2;Businesses 5;2591.03;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.1;22309
Account 85;Account 13;Individuals 75;Fraudulent_individuals 3;58.47;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22310
Account 66;Account 6;Individuals 56;Businesses 6;34.22;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22311
Account 66;Account 70;Individuals 56;Individuals 60;0.98;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22312
Account 66;Account 70;Individuals 56;Individuals 60;6.78;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22313
Account 66;Account 70;Individuals 56;Individuals 60;210.42;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22314
Account 66;Account 70;Individuals 56;Individuals 60;110.71;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22315
Account 66;Account 70;Individuals 56;Individuals 60;6.06;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22316
Account 66;Account 70;Individuals 56;Individuals 60;58.96;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22317
Account 66;Account 70;Individuals 56;Individuals 60;32.88;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22318
Account 66;Account 70;Individuals 56;Individuals 60;66.22;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22319
Account 66;Account 70;Individuals 56;Individuals 60;210.42;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22320
Account 66;Account 70;Individuals 56;Individuals 60;38.1;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22321
Account 70;Account 75;Individuals 60;Individuals 65;8.75;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22322
Account 81;Account 26;Individuals 71;Individuals 16;0.92;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22323
Account 81;Account 26;Individuals 71;Individuals 16;17.73;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22324
Account 1;Account 6;Businesses 1;Businesses 6;1214.64;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.1;22325
Account 1;Account 6;Businesses 1;Businesses 6;2233.59;LINK;GBP;24/08/2021 9:03;transaction;UK;0.1;22326
Account 88;Account 17;Individuals 78;Fraudulent_individuals 7;16.84;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22327
Account 44;Account 60;Individuals 34;Individuals 50;44.83;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22328
Account 44;Account 60;Individuals 34;Individuals 50;51.04;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22329
Account 52;Account 54;Individuals 42;Individuals 44;63.73;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22330
Account 52;Account 54;Individuals 42;Individuals 44;62.2;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22331
Account 52;Account 54;Individuals 42;Individuals 44;67.8;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22332
Account 52;Account 54;Individuals 42;Individuals 44;12.19;CHAPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22333
Account 52;Account 54;Individuals 42;Individuals 44;33.05;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22334
Account 52;Account 54;Individuals 42;Individuals 44;21.64;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22335
Account 52;Account 54;Individuals 42;Individuals 44;6.46;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22336
Account 52;Account 54;Individuals 42;Individuals 44;6.57;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.2;22337
Account 52;Account 54;Individuals 42;Individuals 44;185.11;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22338
Account 27;Account 14;Individuals 17;Fraudulent_individuals 4;62.99;LINK;GBP;24/08/2021 9:03;transaction;UK;0.2;22339
Account 80;Account 60;Individuals 70;Individuals 50;5.38;FPS;GBP;24/08/2021 9:03;transaction;UK;0.2;22340
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;19.33;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22341
Account 82;Account 46;Individuals 72;Individuals 36;33.71;Bacs;GBP;24/08/2021 9:03;transaction;UK;0.2;22342
Account 87;Account 72;Individuals 77;Individuals 62;4.5;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22343
Account 8;Account 4;Businesses 8;Businesses 4;669.82;C&CCC;GBP;24/08/2021 9:03;transaction;UK;0.1;22344
Account 50;Account 93;Individuals 40;Individuals 83;27.99;Paym;GBP;24/08/2021 9:03;transaction;UK;0.2;22345
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;10.75;Paym;GBP;25/08/2021 9:03;transaction;UK;0.2;22346
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;70.07;CHAPS;GBP;25/08/2021 9:03;transaction;UK;0.2;22347
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;51.34;C&CCC;GBP;25/08/2021 9:03;transaction;UK;0.2;22348
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;48.07;LINK;GBP;25/08/2021 9:03;transaction;UK;0.2;22349
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;7.97;Paym;GBP;25/08/2021 9:03;transaction;UK;0.2;22350
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;60.91;FPS;GBP;25/08/2021 9:03;transaction;UK;0.2;22351
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;32.54;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.2;22352
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;59.6;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.2;22353
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;58.38;LINK;GBP;25/08/2021 9:03;transaction;UK;0.2;22354
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;38;Paym;GBP;25/08/2021 9:03;transaction;UK;0.2;22355
Account 21;Account 7;Individuals 11;Businesses 7;27.85;C&CCC;GBP;25/08/2021 9:03;transaction;UK;0.2;22356
Account 49;Account 83;Individuals 39;Individuals 73;33.4;FPS;GBP;25/08/2021 9:03;transaction;UK;0.2;22357
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;38.85;LINK;GBP;25/08/2021 9:03;transaction;UK;0.2;22358
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;4.26;Paym;GBP;25/08/2021 9:03;transaction;UK;0.2;22359
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;113.26;LINK;GBP;25/08/2021 9:03;transaction;UK;0.2;22360
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;33.39;Paym;GBP;25/08/2021 9:03;transaction;UK;0.2;22361
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;51.21;Paym;GBP;25/08/2021 9:03;transaction;UK;0.2;22362
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;210.42;CHAPS;GBP;25/08/2021 9:03;transaction;UK;0.2;22363
Account 68;Account 9;Individuals 58;Businesses 9;44.97;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.2;22364
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;59.19;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.2;22365
Account 1;Account 6;Businesses 1;Businesses 6;69.79;Paym;GBP;25/08/2021 9:03;transaction;UK;0.1;22366
Account 1;Account 6;Businesses 1;Businesses 6;424.24;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.1;22367
Account 1;Account 6;Businesses 1;Businesses 6;834.91;C&CCC;GBP;25/08/2021 9:03;transaction;UK;0.1;22368
Account 1;Account 6;Businesses 1;Businesses 6;734.59;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.1;22369
Account 1;Account 6;Businesses 1;Businesses 6;717.32;FPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22370
Account 1;Account 6;Businesses 1;Businesses 6;926.06;FPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22371
Account 1;Account 6;Businesses 1;Businesses 6;1449.59;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.1;22372
Account 1;Account 6;Businesses 1;Businesses 6;914.23;Paym;GBP;25/08/2021 9:03;transaction;UK;0.1;22373
Account 1;Account 6;Businesses 1;Businesses 6;573.67;LINK;GBP;25/08/2021 9:03;transaction;UK;0.1;22374
Account 1;Account 6;Businesses 1;Businesses 6;1373.3;C&CCC;GBP;25/08/2021 9:03;transaction;UK;0.1;22375
Account 1;Account 6;Businesses 1;Businesses 6;295.72;LINK;GBP;25/08/2021 9:03;transaction;UK;0.1;22376
Account 1;Account 6;Businesses 1;Businesses 6;912.73;Paym;GBP;25/08/2021 9:03;transaction;UK;0.1;22377
Account 1;Account 6;Businesses 1;Businesses 6;127.19;C&CCC;GBP;25/08/2021 9:03;transaction;UK;0.1;22378
Account 1;Account 6;Businesses 1;Businesses 6;2467.17;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.1;22379
Account 1;Account 6;Businesses 1;Businesses 6;1373.69;Bacs;GBP;25/08/2021 9:03;transaction;UK;0.1;22380
Account 1;Account 6;Businesses 1;Businesses 6;347.66;FPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22381
Account 1;Account 6;Businesses 1;Businesses 6;2467.33;CHAPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22382
Account 1;Account 6;Businesses 1;Businesses 6;487.08;FPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22383
Account 1;Account 6;Businesses 1;Businesses 6;3040.72;CHAPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22384
Account 1;Account 6;Businesses 1;Businesses 6;2012.73;FPS;GBP;25/08/2021 9:03;transaction;UK;0.1;22385
Account 1;Account 6;Businesses 1;Businesses 6;379.9;LINK;GBP;25/08/2021 9:03;transaction;UK;0.1;22386
